employee_id,employee_name,gender,usia,rentang_usia,lama_bekerja_tahun,level_jabatan,department_name,kpi_category,avg_kpi_value,jumlah_evaluasi,jumlah_proyek,kpi_id,kpi_target,persen_tercapai,cluster,membership_c0,membership_c1,membership_c2,membership_c3,membership_c4,membership_c5,membership_c6
4,Dina Rahayu,M,37,30-40,8,Manager,Operations,Quality,80.95,5,5,4,85.0,95.23529411764706,2,0.014825009938958595,0.032886323478489576,0.5294025710049274,0.04020393530785393,0.030161377955340022,0.15654740445358545,0.19597337786084512
4,Dina Rahayu,M,37,30-40,8,Manager,Operations,Technical,79.97333333333333,3,3,15,88.0,90.87878787878788,2,0.015799541013906782,0.05695982422406754,0.7562532556661716,0.022253472792009055,0.024758641748920868,0.0674981362906419,0.05647712826428236
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Attendance,82.14,1,1,9,95.0,86.46315789473684,4,0.11860254266462189,0.05327474283686093,0.06706628432531639,0.20507339342668562,0.4001313935937956,0.05733260796578018,0.0985190351869394
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,HR,85.36500000000001,2,2,7,90.0,94.85,3,0.023450738938714476,0.02523703658878048,0.07028806073558168,0.5077747965761428,0.06775269921751263,0.10213932428926878,0.20335734365399924
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Innovation,68.81,1,1,10,70.0,98.3,6,0.07871301452725266,0.10684411659868494,0.16469825002020605,0.10534672240173926,0.16147215978409846,0.08722912115246673,0.2956966155155518
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Performance,99.3,1,1,8,80.0,100.0,5,0.04134548834804971,0.050501987923927336,0.11326866785075858,0.22289391990023952,0.0708504416659509,0.3477032534555844,0.1534362408554896
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Quality,82.725,2,2,4,85.0,97.32352941176471,5,0.014319624299989361,0.02814826741304322,0.23580439260693295,0.05091874795164988,0.028697909010833415,0.40593752701730756,0.23617353170024372
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Time Management,104.74,1,1,1,85.0,100.0,5,0.05512335159748413,0.07873801912144701,0.15452710320868376,0.14585482338363906,0.07906965571584709,0.33876379337327234,0.14792325359962655
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Attendance,78.64,2,2,9,95.0,82.77894736842106,4,0.18638103345057203,0.05304803612498997,0.05322698854346023,0.09828625616307496,0.5035607678175229,0.039075729578678546,0.06642118832170135
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,HR,84.05,1,1,7,90.0,93.38888888888889,3,0.03239645282697635,0.034068812366112165,0.09248073720983109,0.39496151611043967,0.10473071246096971,0.10195471043809715,0.23940705858757394
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Innovation,81.45,1,1,10,70.0,100.0,6,0.008638197026544402,0.011304017391062692,0.03881628706281789,0.08357158516291932,0.021918934117839517,0.06025383700642592,0.7754971422323903
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Performance,88.35,2,2,8,80.0,100.0,5,0.01637608514485764,0.0223316091763122,0.07634709618273797,0.15926945387217636,0.03441170340302666,0.5011959386462655,0.19006811357462358
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Project,84.12,1,1,13,75.0,100.0,5,0.01157155607190481,0.01868481877578483,0.09024094430341648,0.06713185333468993,0.024300265160940936,0.4965280540301632,0.29154250832309986
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Quality,77.25999999999999,2,2,4,85.0,90.8941176470588,2,0.014012474908898015,0.04691956343216139,0.8011973105430644,0.018312630294578438,0.02685156670215599,0.033505600105330574,0.05920085401381108
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Technical,84.295,2,2,15,88.0,95.78977272727273,5,0.01956845468136302,0.045543537045388785,0.32168036861685456,0.04717204397492931,0.03289426266779,0.41341583052598285,0.11972550248769138
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Attendance,73.0,2,2,9,95.0,76.84210526315789,0,0.5425958640763937,0.05718875831319099,0.0408387320089214,0.04793131244504313,0.24245444975874053,0.02676492699429925,0.042225956403410994
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Efficiency,73.07,1,1,2,80.0,91.33749999999999,4,0.08740368213102997,0.047921947989445914,0.05802507963418384,0.08685623380034659,0.5835868763141648,0.035620311021994505,0.10058586910883441
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Finance,73.795,2,2,3,90.0,81.99444444444444,4,0.27604521365228485,0.05142969144216838,0.03539914559679602,0.02969130581725397,0.5563513642802681,0.01795790006294035,0.033125379148288434
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,HR,75.11,2,2,7,90.0,83.45555555555555,4,0.1638758208917543,0.07797022697288715,0.059454671006420635,0.040319124201826,0.5812559682650744,0.02645226079939136,0.05067192786264618
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Quality,73.24000000000001,2,2,4,85.0,86.16470588235295,1,0.054783515034536594,0.5264972134502508,0.2106805075076243,0.029815467666789774,0.0750464596674037,0.0391269554235296,0.0640498812498654
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Teamwork,87.95,1,1,11,85.0,100.0,5,0.0038310332394845604,0.006788493789543275,0.02862907287558482,0.014775585298363708,0.00677758412833015,0.9092352521901342,0.02996297847855927
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Time Management,75.73,1,1,1,85.0,89.09411764705882,2,0.03866535001318811,0.23283507024272476,0.4772546526076241,0.03644279544336954,0.05070489593369211,0.0805601018309469,0.08353713392845433
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Attendance,86.43,3,3,9,95.0,90.97894736842105,3,0.06621391555987304,0.041868663938882694,0.06495981086000066,0.45866380517357175,0.18198148825597968,0.07208256288768658,0.11422975332400555
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Development,87.53,1,1,6,85.0,100.0,3,0.01640457921371373,0.014159556126903587,0.027667851758617957,0.7876097988267619,0.0392177871898031,0.044393324660945054,0.07054710222325485
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,HR,75.705,2,2,7,90.0,84.11666666666666,4,0.1297753320464585,0.07024450440685043,0.060003002003286315,0.04186432396958343,0.618727429899154,0.026770612035175702,0.05261479563949149
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Quality,85.85000000000001,3,3,4,85.0,100.0,5,0.002669094832872255,0.004590191578018636,0.022171779127296492,0.012408860350217994,0.005122988573507276,0.9189939089793207,0.03404317655876672
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Teamwork,84.99,1,1,11,85.0,99.98823529411764,5,0.007715113426383727,0.014721089664533893,0.077313545502039,0.027296752505349405,0.013910342957023814,0.781342068805957,0.07770108713871325
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Technical,89.57,1,1,15,88.0,100.0,5,0.014396893116633258,0.02606613887813789,0.09464759436215192,0.046949879815857944,0.023840256477550816,0.7115578242050979,0.08254141314457014
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Time Management,89.02,1,1,1,85.0,100.0,5,0.02232679387354472,0.04294409597352647,0.1483384651728308,0.061617740845764275,0.035281161598787546,0.5783530894336276,0.11113865310191856
9,Oky Putra,M,28,20-30,5,Staff,Finance,Attendance,72.19,1,1,9,95.0,75.98947368421052,0,0.5859123538454707,0.056769720540604925,0.03906691221798806,0.04407447346899401,0.20906205531807576,0.02544592243902736,0.039668562169839064
9,Oky Putra,M,28,20-30,5,Staff,Finance,Development,73.88499999999999,2,2,6,85.0,86.92352941176469,4,0.08360899865357055,0.025351532108257132,0.025177705047255482,0.039007435404365416,0.775979685512642,0.016102345451016048,0.03477229782289344
9,Oky Putra,M,28,20-30,5,Staff,Finance,Finance,69.24,1,1,3,90.0,76.93333333333332,0,0.9795928483580543,0.004555323339185273,0.0021272787128936575,0.00157223122641398,0.009237133780007761,0.001117362773475595,0.0017978218099694687
9,Oky Putra,M,28,20-30,5,Staff,Finance,HR,70.91000000000001,3,2,7,90.0,78.7888888888889,0,0.7061350310169618,0.0719810913223667,0.030726175677260645,0.019421300586803518,0.13332429072641894,0.014469047133880936,0.023943063536307332
9,Oky Putra,M,28,20-30,5,Staff,Finance,Performance,70.57,1,1,8,80.0,88.21249999999999,1,0.12094606370377621,0.26703830719549465,0.17425278055634988,0.0546608037247347,0.2152041570340379,0.05115468448301457,0.116743203302592
9,Oky Putra,M,28,20-30,5,Staff,Finance,Project,78.33,3,3,13,75.0,100.0,6,0.013324093042076468,0.02391051436292471,0.1212558892515049,0.04656069453364238,0.02850123045230594,0.10078722194314875,0.6656603564143968
9,Oky Putra,M,28,20-30,5,Staff,Finance,Quality,83.2,1,1,4,85.0,97.88235294117646,5,0.012775526785540404,0.02444164582369709,0.18054306914175733,0.04823883924648681,0.02543948768359831,0.4972578058839275,0.2113036254349925
9,Oky Putra,M,28,20-30,5,Staff,Finance,Teamwork,79.19,1,1,11,85.0,93.16470588235295,2,0.0022994424332456478,0.007000288645414764,0.9565187207781928,0.0039786220688097325,0.0040972105641295,0.012319126858922651,0.013786588651284905
9,Oky Putra,M,28,20-30,5,Staff,Finance,Technical,72.295,2,2,15,88.0,82.1534090909091,1,0.026272746683869724,0.83296295143292,0.0637360421034201,0.012150092235920016,0.025376125548003628,0.017642198530612017,0.02185984346525447
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Attendance,79.24,1,1,9,95.0,83.41052631578947,4,0.16893475759869991,0.05271737731716778,0.05507305807034005,0.10931556078017453,0.5021008616255146,0.04129962754903749,0.07055875705906563
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,HR,76.47,1,1,7,90.0,84.96666666666667,4,0.10282667765312563,0.06395160702692901,0.0634998796119809,0.04647402554712804,0.6363295236857139,0.028638776295616,0.05827951017950651
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Innovation,85.56,1,1,10,70.0,100.0,6,0.01767727826863302,0.022374848213430228,0.07341941975884277,0.279357380731594,0.04166314218185899,0.21631957424943082,0.34918835659621006
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Project,85.54,3,2,13,75.0,100.0,5,0.009238679646711328,0.014529675444370789,0.06498472246387098,0.057667490581684196,0.01908364546135799,0.6663372858461303,0.16815850055587428
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Quality,79.95500000000001,2,2,4,85.0,94.06470588235295,2,0.01091323075917346,0.026355430715121725,0.7308605375656955,0.024737773428487903,0.022187119709711246,0.07305136221000876,0.11189454561180139
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Teamwork,74.61,1,1,11,85.0,87.7764705882353,2,0.04034527356650463,0.3259911588826283,0.4212458627175019,0.030802971760364912,0.05731078049112278,0.05107996912262891,0.07322398345924856
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Time Management,79.9,1,1,1,85.0,94.00000000000001,2,0.024523024053297617,0.07900303030228555,0.5693854238093601,0.03875256768221659,0.03717914147358465,0.14933161212699048,0.10182520055226515
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Attendance,71.695,2,1,9,95.0,75.46842105263157,0,0.6054131216387609,0.05697120990936439,0.03840134710623212,0.04238620714712503,0.1932873994769229,0.024940538421246893,0.03860017630034762
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Efficiency,84.77,1,1,2,80.0,100.0,3,0.007904949159609207,0.007284380930382638,0.015702002483385023,0.8706265073906011,0.02077573718147063,0.024467707927040578,0.05323871492751091
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,HR,85.65,1,1,7,90.0,95.16666666666667,3,0.021978904358007603,0.0237479799753491,0.06623489256554005,0.5298441010804094,0.06213208034480287,0.10206920130456118,0.19399284037132974
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Performance,78.94,1,1,8,80.0,98.675,6,0.001831237201494913,0.0028776234503031677,0.012883072149620606,0.008220042247198665,0.004494094870736517,0.010848180413532351,0.9588457496671139
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Project,77.37,1,1,13,75.0,100.0,6,0.016122517615605583,0.029372004864305325,0.14037747906612588,0.050956355279664106,0.03423560481040374,0.09894812959665653,0.6299879087672389
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Quality,82.37,1,1,4,85.0,96.90588235294118,5,0.015139454636295,0.030408289204450694,0.2829640481155264,0.05128561514826837,0.03047042497470141,0.34427696967069765,0.2454551982500606
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Teamwork,79.44,1,1,11,85.0,93.45882352941176,2,0.003619836740039421,0.01068672658709759,0.928362816159448,0.006526005340382144,0.006482882628555825,0.021333545448496537,0.02298818709598033
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Time Management,76.11,2,2,1,85.0,89.54117647058824,2,0.03635720518339101,0.2034536325815953,0.5090238615032117,0.03598963865971111,0.04854370814000053,0.08274213565958863,0.08388981827250186
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Attendance,81.77,1,1,9,95.0,86.07368421052631,4,0.12351867526103744,0.053333530618620166,0.06565302550770019,0.18850049524498996,0.41919845447970827,0.055055021541416935,0.09474079734652721
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Efficiency,89.58,1,1,2,80.0,100.0,3,0.016321506570957822,0.01540592421129646,0.032712478439627254,0.7544091655813294,0.03727827502918429,0.06287775344419497,0.08099489672340963
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Finance,80.06,1,1,3,90.0,88.95555555555555,4,0.067981882572449,0.04797213483029517,0.07895194121233731,0.15164537930835928,0.47753739362996567,0.052156291738967256,0.12375497670762636
12,Joko Hartono,F,33,30-40,8,Manager,Finance,HR,85.66499999999999,2,2,7,90.0,95.18333333333334,3,0.02190673241956147,0.023674785557448366,0.06603337726682583,0.5309504601864179,0.06185852684095903,0.10207076042439213,0.19350535730439544
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Innovation,87.45,1,1,10,70.0,100.0,3,0.01942024937183187,0.02420806855489054,0.07540260413544464,0.31642479429618414,0.0438448251658021,0.270567891234794,0.25013156724105273
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Performance,82.25,1,1,8,80.0,100.0,6,0.009046330745016047,0.013381434583482685,0.05682332742505745,0.06464241143696133,0.020995905094819543,0.11909194220212584,0.7160186485125372
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Teamwork,66.8,1,1,11,85.0,78.58823529411765,1,0.07637570655525389,0.7398575335146372,0.0602285042326088,0.019579643606742258,0.05000700036518946,0.022863237479422878,0.03108837424614567
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Technical,77.345,2,2,15,88.0,87.89204545454545,2,0.03297842717314472,0.18991981633380475,0.5620853306412985,0.03140265476271555,0.046170044868740816,0.06632112198958358,0.07112260423071218
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Attendance,80.01,1,1,9,95.0,84.22105263157896,4,0.15149608246801302,0.05274412509172296,0.05800625788233283,0.12738470152390807,0.4885597412089085,0.044834697509321196,0.07697439431579337
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Efficiency,74.67,1,1,2,80.0,93.3375,4,0.0787901750097083,0.05157675248990315,0.07451510019476575,0.1492896885250119,0.43264548887317716,0.05065839064497782,0.1625244042624559
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Innovation,76.19,1,1,10,70.0,100.0,6,0.019270142386894274,0.026076110642460546,0.0746273868147729,0.07628693296347032,0.04895528362093509,0.05888629072888855,0.6958978528425783
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Performance,69.13,1,1,8,80.0,86.4125,1,0.15366015662898438,0.33660269281824906,0.1335578282148874,0.04650827353284378,0.1984923460584876,0.04313815498864246,0.08804054775790539
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Quality,76.495,4,4,4,85.0,89.99411764705883,2,0.023925944513523142,0.09129356055347565,0.6918990540980923,0.02647298145259017,0.044134205876635205,0.04434689216704093,0.07792736133864252
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Teamwork,79.53,2,2,11,85.0,93.56470588235294,2,0.004158784756857138,0.012146978688888182,0.9162952803441377,0.007608171221570509,0.00746068776069293,0.025380235799800203,0.026949861428053282
14,Kartika Utama,M,44,40-50,15,Director,Design,Attendance,100.07,1,1,9,95.0,100.0,3,0.061179903940405345,0.05435816653418376,0.09252958329692315,0.377545883125749,0.10697154272361294,0.16031670238078738,0.14709821799833858
14,Kartika Utama,M,44,40-50,15,Director,Design,Development,93.89,2,2,6,85.0,100.0,3,0.03850711442038668,0.03471364303681331,0.0656783348231751,0.5353315510441812,0.07764737404202132,0.12128900327157542,0.12683297936184693
14,Kartika Utama,M,44,40-50,15,Director,Design,Efficiency,68.07,1,1,2,80.0,85.08749999999999,4,0.34560682394219955,0.0709943335364201,0.0485346174004441,0.044822532638823125,0.40993965928010073,0.026391099791906892,0.053710933410105514
14,Kartika Utama,M,44,40-50,15,Director,Design,Finance,96.355,2,2,3,90.0,100.0,3,0.03988858403742798,0.04101780127788598,0.08540151029776949,0.4077324678677461,0.07612389482488217,0.20050140402794586,0.14933433766634244
14,Kartika Utama,M,44,40-50,15,Director,Design,HR,100.51,1,1,7,90.0,100.0,3,0.04840267267163623,0.05253872754801513,0.10601223411644298,0.2980875880036178,0.08411932268612314,0.25496485938666613,0.1558745955874986
14,Kartika Utama,M,44,40-50,15,Director,Design,Performance,103.74,1,1,8,80.0,100.0,5,0.05212258647984287,0.06175238128454686,0.12346068251395552,0.22156074631665582,0.08366966411775474,0.30294371006695264,0.15449022922029157
14,Kartika Utama,M,44,40-50,15,Director,Design,Project,102.87,1,1,13,75.0,100.0,5,0.04891127238968368,0.06111023670129965,0.12708664788055837,0.19684462013866202,0.07795565321758963,0.3360558832520748,0.1520356864201318
14,Kartika Utama,M,44,40-50,15,Director,Design,Quality,92.925,4,3,4,85.0,100.0,5,0.01741456940527656,0.026025624942093598,0.07989935322138081,0.08446851198099956,0.030743195290542476,0.6616184510985409,0.09983029406116613
15,Rian Permata,F,31,30-40,2,Staff,IT,Efficiency,77.63,1,1,2,80.0,97.0375,3,0.050619553638080454,0.04098078032991267,0.07543667434520326,0.32290947487762356,0.18595101259850993,0.06763470122513572,0.25646780298553434
15,Rian Permata,F,31,30-40,2,Staff,IT,HR,69.52,1,1,7,90.0,77.24444444444444,0,0.8054401682391237,0.05516804895140134,0.021652457002545176,0.013725634357851003,0.0767220642512985,0.010517615924595058,0.016774011273185122
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Development,83.72999999999999,2,2,6,85.0,98.50588235294116,3,0.017580252689761638,0.01421399987864213,0.027028007856063994,0.7788076094694177,0.0492763981119007,0.035387613286024806,0.07770611870818886
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Finance,74.88,1,1,3,90.0,83.2,4,0.12460994617663808,0.03464172959214012,0.02755091662896829,0.024685718611357713,0.7473404411136514,0.014093883881439713,0.027077363995804685
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Project,76.565,2,2,13,75.0,100.0,6,0.019232230619577753,0.035445017912293875,0.1587671245474168,0.05584968172295731,0.04048093389450883,0.10033695124207086,0.5898880600611746
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Quality,76.97333333333334,3,2,4,85.0,90.55686274509804,2,0.01737769646596449,0.060952134660033346,0.7631768934936136,0.021343286465464184,0.03287108023910352,0.03771105518434531,0.06656785349147568
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Time Management,80.5,1,1,1,85.0,94.70588235294117,2,0.02482611498516041,0.0750691505565864,0.5301231657238001,0.04194522288760253,0.03809081167432504,0.1791903742613242,0.11075515991120119
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Attendance,88.23,1,1,9,95.0,92.87368421052632,3,0.050941919832272184,0.03541772394950481,0.05811426900506997,0.5486728074185441,0.12751189525783788,0.07241593683567008,0.1069254477011011
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Development,85.48,1,1,6,85.0,100.0,3,0.015340347164431611,0.013022538964978406,0.025345143088890194,0.799123349223327,0.03881426394016104,0.03758091279835292,0.07077344481985885
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Efficiency,86.97,1,1,2,80.0,100.0,3,0.007401377983650773,0.006900649554631363,0.014875964136471577,0.8830086804493473,0.01825262383415868,0.025920264889617916,0.04364043915212225
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Finance,83.57,1,1,3,90.0,92.85555555555555,3,0.03529006645966322,0.031119825104354824,0.06859180541174122,0.49750002784103187,0.12990039667911774,0.07065559226228557,0.16694228624180538
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,HR,86.625,2,2,7,90.0,96.25,3,0.01848042964547534,0.020199880302063468,0.05612633276872558,0.5852424732726158,0.04878040625917959,0.10467046528106698,0.16650001247087315
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Innovation,79.36500000000001,2,2,10,70.0,100.0,6,0.0057420092781607975,0.0076303142321488574,0.025281196802688217,0.03885147211897155,0.014820699895974907,0.028600208377196,0.8790740992948598
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Quality,66.77,1,1,4,85.0,78.55294117647058,1,0.1156969239232565,0.6683255244761213,0.06485371475780813,0.023085734334963966,0.06721565497064241,0.025015325883535038,0.035807121653672704
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Teamwork,78.35,1,1,11,85.0,92.17647058823529,2,0.0007892212606437475,0.002694030867189197,0.986987268310502,0.0011843043287682728,0.0013758933504255486,0.003116968322886468,0.0038523135595851
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Technical,80.145,2,2,15,88.0,91.07386363636364,2,0.01556607613116847,0.05480480101047605,0.7550747358449476,0.022469235011640994,0.024521085451284078,0.07021353397860948,0.05735053257187356
18,Oky Rahayu,M,23,20-30,2,Staff,Legal,Efficiency,74.5,1,1,2,80.0,93.125,4,0.07991553085872816,0.051465284895291556,0.07306037946478813,0.1413408601798061,0.4499017157599059,0.049049368049705735,0.15526686079177446
