employee_id,employee_name,gender,usia,rentang_usia,lama_bekerja_tahun,level_jabatan,department_name,kpi_category,avg_kpi_value,jumlah_evaluasi,jumlah_proyek,kpi_target,persen_tercapai,cluster
4,Dina Rahayu,M,37,30-40,8,Manager,Operations,Quality,92.6304347826087,23,8,85.0,108.9769820971867,0
4,Dina Rahayu,M,37,30-40,8,Manager,Operations,Teamwork,97.588,5,5,83.0,117.57590361445783,0
4,Dina Rahayu,M,37,30-40,8,Manager,Operations,Technical,93.28333333333333,9,6,82.0,113.76016260162602,0
4,Dina Rahayu,M,37,30-40,8,Manager,Operations,Time Management,95.49,8,5,80.0,119.3625,0
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Attendance,98.0,7,6,90.0,108.88888888888889,0
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Development,98.0,3,3,75.0,120.0,0
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Efficiency,98.0,2,2,80.0,120.0,0
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Finance,98.0,3,3,82.0,119.51219512195122,0
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,HR,98.0,15,7,88.0,111.36363636363636,0
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Innovation,98.0,2,2,72.0,120.0,0
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Performance,98.0,6,6,80.0,120.0,0
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Project,98.0,8,5,78.0,120.0,0
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Quality,98.0,22,8,85.0,115.29411764705883,0
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Teamwork,98.0,5,5,83.0,118.07228915662651,0
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Technical,98.0,5,4,82.0,119.51219512195122,0
5,Gita Susanto,F,45,40-50,15,Director,Quality Assurance,Time Management,98.0,4,3,80.0,120.0,0
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Attendance,94.514,10,8,90.0,105.01555555555555,0
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Development,89.034,5,5,75.0,118.71200000000002,0
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Efficiency,90.64285714285714,7,6,80.0,113.30357142857142,0
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Finance,87.49875,8,5,82.0,106.70579268292683,0
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,HR,92.75363636363636,11,6,88.0,105.40185950413223,0
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Innovation,86.2042857142857,7,5,72.0,119.7281746031746,0
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Performance,89.58555555555556,9,8,80.0,111.98194444444445,0
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Project,90.408,5,2,78.0,115.9076923076923,0
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Quality,88.20307692307694,26,8,85.0,103.76832579185522,0
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Teamwork,90.835,6,6,83.0,109.43975903614458,0
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Technical,90.6525,4,4,82.0,110.55182926829268,0
6,Agus Lestari,F,39,30-40,9,Manager,Procurement,Time Management,89.59125,8,6,80.0,111.9890625,0
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Attendance,71.297,10,6,90.0,79.21888888888888,1
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Development,63.278333333333336,6,5,75.0,84.37111111111112,1
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Efficiency,69.40090909090908,11,7,80.0,86.75113636363635,1
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Finance,63.342,5,4,82.0,77.24634146341464,1
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,HR,69.63461538461539,13,6,88.0,79.13024475524476,1
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Innovation,62.93333333333334,6,4,72.0,87.40740740740742,1
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Performance,67.138,10,6,80.0,83.9225,1
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Project,65.02499999999999,6,5,78.0,83.3653846153846,1
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Quality,64.00521739130434,23,7,85.0,75.3002557544757,1
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Teamwork,69.33125,8,6,83.0,83.5316265060241,1
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Technical,64.82142857142857,7,6,82.0,79.05052264808361,1
7,Oscar Sanjaya,M,26,20-30,5,Staff,Operations,Time Management,65.24666666666667,3,3,80.0,81.55833333333334,1
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Attendance,97.6525,8,4,90.0,108.50277777777778,0
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Development,94.41,2,2,75.0,120.0,0
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Efficiency,96.99,5,4,80.0,120.0,0
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Finance,91.97200000000001,5,5,82.0,112.16097560975611,0
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,HR,95.928125,16,7,88.0,109.00923295454545,0
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Innovation,90.97166666666668,6,5,72.0,120.0,0
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Performance,93.97714285714287,7,4,80.0,117.47142857142858,0
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Project,95.40333333333332,3,3,78.0,120.0,0
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Quality,93.60090909090908,22,8,85.0,110.1187165775401,0
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Teamwork,95.89,8,4,83.0,115.53012048192771,0
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Technical,95.57000000000001,5,5,82.0,116.54878048780488,0
8,Zahra Wijaya,M,32,30-40,7,Manager,Quality Assurance,Time Management,94.10714285714286,7,5,80.0,117.63392857142858,0
9,Oky Putra,M,28,20-30,5,Staff,Finance,Attendance,71.18857142857142,7,6,90.0,79.09841269841269,1
9,Oky Putra,M,28,20-30,5,Staff,Finance,Development,62.80444444444444,9,6,75.0,83.73925925925926,1
9,Oky Putra,M,28,20-30,5,Staff,Finance,Efficiency,69.55666666666667,3,3,80.0,86.94583333333334,1
9,Oky Putra,M,28,20-30,5,Staff,Finance,Finance,64.9975,8,5,82.0,79.26524390243902,1
9,Oky Putra,M,28,20-30,5,Staff,Finance,HR,69.61857142857143,7,5,88.0,79.11201298701299,1
9,Oky Putra,M,28,20-30,5,Staff,Finance,Innovation,62.8625,8,6,72.0,87.30902777777777,1
9,Oky Putra,M,28,20-30,5,Staff,Finance,Performance,73.8075,8,7,80.0,92.259375,1
9,Oky Putra,M,28,20-30,5,Staff,Finance,Project,68.51599999999999,5,4,78.0,87.84102564102564,1
9,Oky Putra,M,28,20-30,5,Staff,Finance,Quality,66.18409090909091,22,8,85.0,77.86363636363636,1
9,Oky Putra,M,28,20-30,5,Staff,Finance,Teamwork,71.52625,8,6,83.0,86.1762048192771,1
9,Oky Putra,M,28,20-30,5,Staff,Finance,Technical,68.07857142857142,7,5,82.0,83.02264808362368,1
9,Oky Putra,M,28,20-30,5,Staff,Finance,Time Management,66.28571428571429,7,6,80.0,82.85714285714286,1
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Attendance,73.36625,8,6,90.0,81.51805555555555,1
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Development,66.255,6,4,75.0,88.34,1
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Efficiency,70.538,10,6,80.0,88.17249999999999,1
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Finance,68.631,10,5,82.0,83.69634146341464,1
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,HR,72.33111111111111,18,8,88.0,82.19444444444444,1
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Innovation,65.13166666666667,6,5,72.0,90.46064814814817,1
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Performance,72.209,10,6,80.0,90.26125,1
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Project,70.66142857142857,7,6,78.0,90.5915750915751,1
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Quality,67.50307692307692,26,8,85.0,79.41538461538461,1
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Teamwork,73.19846153846154,13,7,83.0,88.19091751621873,1
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Technical,69.7792857142857,14,8,82.0,85.09668989547038,1
10,Laura Kusuma,M,33,30-40,6,Senior Staff,Quality Assurance,Time Management,70.78857142857143,7,4,80.0,88.4857142857143,1
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Attendance,73.42571428571429,7,5,90.0,81.584126984127,1
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Development,67.92833333333333,6,4,75.0,90.57111111111111,1
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Efficiency,65.75333333333333,3,2,80.0,82.19166666666666,1
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Finance,67.82333333333334,9,7,82.0,82.71138211382114,1
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,HR,71.575,8,7,88.0,81.33522727272727,1
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Innovation,68.68571428571428,7,5,72.0,95.39682539682539,1
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Performance,69.64444444444445,9,6,80.0,87.05555555555556,1
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Project,72.6575,4,3,78.0,93.15064102564102,1
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Quality,67.55680000000001,25,8,85.0,79.47858823529413,1
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Teamwork,71.27166666666666,6,5,83.0,85.86947791164658,1
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Technical,70.66888888888889,9,6,82.0,86.18157181571816,1
11,Eko Setiawan,M,28,20-30,2,Staff,Research & Development,Time Management,69.738,5,4,80.0,87.1725,1
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Attendance,97.92857142857143,7,5,90.0,108.80952380952381,0
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Development,94.05,6,5,75.0,120.0,0
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Efficiency,91.12333333333333,3,2,80.0,113.90416666666667,0
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Finance,93.61500000000001,6,6,82.0,114.16463414634147,0
12,Joko Hartono,F,33,30-40,8,Manager,Finance,HR,95.42222222222222,9,5,88.0,108.43434343434343,0
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Innovation,92.27333333333333,6,6,72.0,120.0,0
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Performance,97.138,5,5,80.0,120.0,0
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Project,95.21666666666665,6,3,78.0,120.0,0
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Quality,94.11875,16,6,85.0,110.7279411764706,0
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Teamwork,97.08666666666666,3,3,83.0,116.97188755020079,0
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Technical,95.315,8,7,82.0,116.23780487804878,0
12,Joko Hartono,F,33,30-40,8,Manager,Finance,Time Management,93.6125,8,7,80.0,117.015625,0
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Attendance,70.80333333333333,6,5,90.0,78.67037037037036,1
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Development,69.49000000000001,2,2,75.0,92.65333333333335,1
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Efficiency,73.35333333333334,3,3,80.0,91.69166666666668,1
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Finance,62.162,5,4,82.0,75.80731707317074,1
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,HR,72.85833333333333,6,4,88.0,82.79356060606061,1
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Innovation,66.37,6,5,72.0,92.18055555555556,1
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Performance,67.37875,8,6,80.0,84.2234375,1
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Project,69.51666666666667,3,2,78.0,89.12393162393163,1
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Quality,66.03473684210526,19,8,85.0,77.68792569659442,1
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Teamwork,69.22,2,2,83.0,83.39759036144578,1
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Technical,67.24600000000001,5,4,82.0,82.00731707317075,1
13,Zahra Kusuma,F,34,30-40,8,Senior Staff,Finance,Time Management,71.20666666666666,6,4,80.0,89.00833333333333,1
14,Kartika Utama,M,44,40-50,15,Director,Design,Attendance,98.0,3,3,90.0,108.88888888888889,0
14,Kartika Utama,M,44,40-50,15,Director,Design,Development,98.0,8,6,75.0,120.0,0
14,Kartika Utama,M,44,40-50,15,Director,Design,Efficiency,98.0,7,5,80.0,120.0,0
14,Kartika Utama,M,44,40-50,15,Director,Design,Finance,98.0,3,3,82.0,119.51219512195122,0
14,Kartika Utama,M,44,40-50,15,Director,Design,HR,98.0,15,6,88.0,111.36363636363636,0
14,Kartika Utama,M,44,40-50,15,Director,Design,Innovation,98.0,4,3,72.0,120.0,0
14,Kartika Utama,M,44,40-50,15,Director,Design,Performance,98.0,6,4,80.0,120.0,0
14,Kartika Utama,M,44,40-50,15,Director,Design,Project,98.0,6,6,78.0,120.0,0
14,Kartika Utama,M,44,40-50,15,Director,Design,Quality,98.0,21,8,85.0,115.29411764705883,0
14,Kartika Utama,M,44,40-50,15,Director,Design,Teamwork,98.0,6,5,83.0,118.07228915662651,0
14,Kartika Utama,M,44,40-50,15,Director,Design,Technical,98.0,5,4,82.0,119.51219512195122,0
14,Kartika Utama,M,44,40-50,15,Director,Design,Time Management,98.0,2,2,80.0,120.0,0
15,Rian Permata,F,31,30-40,2,Staff,IT,Attendance,73.23166666666667,6,5,90.0,81.36851851851853,1
15,Rian Permata,F,31,30-40,2,Staff,IT,Development,62.866,5,4,75.0,83.82133333333334,1
15,Rian Permata,F,31,30-40,2,Staff,IT,Efficiency,70.204,5,4,80.0,87.755,1
15,Rian Permata,F,31,30-40,2,Staff,IT,Finance,64.85,3,3,82.0,79.08536585365853,1
15,Rian Permata,F,31,30-40,2,Staff,IT,HR,72.72384615384615,13,6,88.0,82.64073426573427,1
15,Rian Permata,F,31,30-40,2,Staff,IT,Innovation,61.9511111111111,9,5,72.0,86.0432098765432,1
15,Rian Permata,F,31,30-40,2,Staff,IT,Performance,64.35142857142857,7,6,80.0,80.43928571428572,1
15,Rian Permata,F,31,30-40,2,Staff,IT,Project,68.99166666666666,6,5,78.0,88.45085470085469,1
15,Rian Permata,F,31,30-40,2,Staff,IT,Quality,67.294,15,6,85.0,79.16941176470588,1
15,Rian Permata,F,31,30-40,2,Staff,IT,Teamwork,69.12111111111112,9,8,83.0,83.27844712182063,1
15,Rian Permata,F,31,30-40,2,Staff,IT,Technical,69.43875,8,6,82.0,84.6814024390244,1
15,Rian Permata,F,31,30-40,2,Staff,IT,Time Management,69.92999999999999,3,2,80.0,87.4125,1
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Attendance,75.46857142857142,7,6,90.0,83.85396825396825,1
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Development,67.94,3,3,75.0,90.58666666666667,1
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Efficiency,70.28,6,5,80.0,87.85,1
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Finance,69.52,7,5,82.0,84.78048780487805,1
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,HR,70.962,15,8,88.0,80.63863636363637,1
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Innovation,70.16499999999999,8,6,72.0,97.45138888888887,1
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Performance,70.6025,4,3,80.0,88.25312500000001,1
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Project,71.42333333333333,6,5,78.0,91.56837606837607,1
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Quality,68.62,23,8,85.0,80.72941176470589,1
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Teamwork,73.974,5,4,83.0,89.12530120481928,1
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Technical,69.672,5,5,82.0,84.96585365853659,1
16,Kartika Firmansyah,M,31,30-40,5,Staff,IT,Time Management,71.34666666666668,3,2,80.0,89.18333333333335,1
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Attendance,96.93571428571428,7,6,90.0,107.70634920634919,0
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Development,94.25800000000001,5,4,75.0,120.0,0
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Efficiency,98.0,4,3,80.0,120.0,0
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Finance,94.4025,4,4,82.0,115.125,0
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,HR,96.32083333333333,12,6,88.0,109.45549242424241,0
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Innovation,90.66166666666668,6,4,72.0,120.0,0
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Performance,95.76428571428572,7,4,80.0,119.70535714285715,0
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Project,93.19800000000001,5,5,78.0,119.4846153846154,0
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Quality,92.95565217391304,23,8,85.0,109.35959079283887,0
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Teamwork,95.91285714285713,7,5,83.0,115.55765920826161,0
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Technical,95.13625,8,6,82.0,116.01981707317073,0
17,Ivan Maharani,F,37,30-40,7,Manager,Marketing,Time Management,94.355,4,4,80.0,117.94375,0
18,Oky Rahayu,M,23,20-30,2,Staff,Legal,Attendance,67.006,5,4,90.0,74.45111111111112,1
18,Oky Rahayu,M,23,20-30,2,Staff,Legal,Development,58.52166666666667,6,5,75.0,78.02888888888889,1
18,Oky Rahayu,M,23,20-30,2,Staff,Legal,Efficiency,62.38999999999999,6,6,80.0,77.98749999999998,1
18,Oky Rahayu,M,23,20-30,2,Staff,Legal,Finance,59.31,5,4,82.0,72.32926829268293,1
18,Oky Rahayu,M,23,20-30,2,Staff,Legal,HR,61.299,10,5,88.0,69.65795454545454,1
18,Oky Rahayu,M,23,20-30,2,Staff,Legal,Innovation,60.707499999999996,4,3,72.0,84.31597222222223,1
18,Oky Rahayu,M,23,20-30,2,Staff,Legal,Performance,61.830000000000005,6,5,80.0,77.28750000000001,1
18,Oky Rahayu,M,23,20-30,2,Staff,Legal,Project,60.4975,4,4,78.0,77.56089743589743,1
18,Oky Rahayu,M,23,20-30,2,Staff,Legal,Quality,60.10555555555556,9,6,85.0,70.71241830065361,1
18,Oky Rahayu,M,23,20-30,2,Staff,Legal,Teamwork,60.932500000000005,4,4,83.0,73.41265060240964,1
18,Oky Rahayu,M,23,20-30,2,Staff,Legal,Technical,62.03444444444445,9,5,82.0,75.65176151761518,1
18,Oky Rahayu,M,23,20-30,2,Staff,Legal,Time Management,62.31,5,4,80.0,77.8875,1
19,Putri Sulistyo,F,25,20-30,3,Staff,Human Resources,Attendance,68.86666666666666,6,5,90.0,76.5185185185185,1
19,Putri Sulistyo,F,25,20-30,3,Staff,Human Resources,Development,63.199999999999996,3,3,75.0,84.26666666666667,1
19,Putri Sulistyo,F,25,20-30,3,Staff,Human Resources,Efficiency,64.80499999999999,10,8,80.0,81.00625,1
19,Putri Sulistyo,F,25,20-30,3,Staff,Human Resources,Finance,63.81857142857143,7,6,82.0,77.82752613240419,1
19,Putri Sulistyo,F,25,20-30,3,Staff,Human Resources,HR,64.7375,12,7,88.0,73.5653409090909,1
19,Putri Sulistyo,F,25,20-30,3,Staff,Human Resources,Innovation,60.903333333333336,9,6,72.0,84.58796296296298,1
19,Putri Sulistyo,F,25,20-30,3,Staff,Human Resources,Performance,65.22833333333334,6,5,80.0,81.53541666666668,1
19,Putri Sulistyo,F,25,20-30,3,Staff,Human Resources,Project,65.589,10,5,78.0,84.08846153846153,1
19,Putri Sulistyo,F,25,20-30,3,Staff,Human Resources,Quality,62.53260869565217,23,7,85.0,73.56777493606138,1
19,Putri Sulistyo,F,25,20-30,3,Staff,Human Resources,Teamwork,66.29125,8,4,83.0,79.86897590361447,1
19,Putri Sulistyo,F,25,20-30,3,Staff,Human Resources,Technical,65.05555555555556,9,6,82.0,79.3360433604336,1
19,Putri Sulistyo,F,25,20-30,3,Staff,Human Resources,Time Management,62.66888888888889,9,5,80.0,78.33611111111111,1
20,Galih Permata,F,30,20-30,4,Staff,Finance,Attendance,73.55428571428571,7,5,90.0,81.72698412698414,1
20,Galih Permata,F,30,20-30,4,Staff,Finance,Development,65.37181818181818,11,7,75.0,87.16242424242424,1
20,Galih Permata,F,30,20-30,4,Staff,Finance,Efficiency,67.45,8,4,80.0,84.3125,1
20,Galih Permata,F,30,20-30,4,Staff,Finance,Finance,67.76,6,5,82.0,82.63414634146342,1
20,Galih Permata,F,30,20-30,4,Staff,Finance,HR,70.69882352941177,17,8,88.0,80.33957219251337,1
20,Galih Permata,F,30,20-30,4,Staff,Finance,Innovation,67.886,5,5,72.0,94.2861111111111,1
20,Galih Permata,F,30,20-30,4,Staff,Finance,Performance,68.32,4,3,80.0,85.39999999999999,1
20,Galih Permata,F,30,20-30,4,Staff,Finance,Project,66.80555555555556,9,6,78.0,85.64814814814815,1
20,Galih Permata,F,30,20-30,4,Staff,Finance,Quality,67.36590909090908,22,7,85.0,79.25401069518715,1
20,Galih Permata,F,30,20-30,4,Staff,Finance,Teamwork,69.712,10,6,83.0,83.99036144578314,1
20,Galih Permata,F,30,20-30,4,Staff,Finance,Technical,69.8457142857143,7,6,82.0,85.17770034843207,1
